@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute ~-1 numeric
@attribute ~-2 numeric
@attribute ~-3 numeric
@attribute ~-4 numeric
@attribute ~-5 numeric
@attribute ~-6 numeric
@attribute ~-7 numeric
@attribute ~-8 numeric
@attribute ~-9 numeric
@attribute ~-10 numeric
@attribute ~-11 numeric
@attribute ~-12 numeric
@attribute ~-13 numeric
@attribute ~-14 numeric
@attribute ~-15 numeric
@attribute ~-16 numeric
@attribute ~-17 numeric
@attribute ~-18 numeric
@attribute ~-19 numeric
@attribute ~-20 numeric
@attribute ~-21 numeric
@attribute ~-22 numeric
@attribute ~-23 numeric
@attribute ~-24 numeric
@attribute ~-25 numeric
@attribute ~-26 numeric
@attribute ~-27 numeric
@attribute ~-28 numeric
@attribute ~-29 numeric
@attribute ~-30 numeric
@attribute ~-31 numeric
@attribute ~-32 numeric
@attribute ~-33 numeric
@attribute ~-34 numeric
@attribute ~-35 numeric
@attribute ~-36 numeric
@attribute ~-37 numeric
@attribute ~-38 numeric
@attribute ~-39 numeric
@attribute ~-40 numeric
@attribute ~-41 numeric
@attribute ~-42 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric

@data
2764,'2024/11/28 11:20:08:126',9,0.82289,0.74279,0.697562,0.678864,0.639264,0.736445,0.713944,0.700492,0.692627,0.794517,0.797426,0.802292,0.806978,0.844064,0.864307,0.880726,0.892721,0.889679,0.917104,0.936211,0.950849,0.966961,0.907395,0.781671,0.659017,0.562863,0.585131,0.430901,0.330143,0.232746,0.561275,0.382963,0.26643,0.152983,0.579642,0.420703,0.308019,0.201803,0.627466,0.500763,0.413605,0.326165,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2765,'2024/11/28 11:20:08:164',9,0.82308,0.742159,0.695573,0.678228,0.639868,0.734681,0.70911,0.694785,0.686571,0.792823,0.792942,0.7971,0.801444,0.84372,0.86219,0.877833,0.888507,0.890324,0.916406,0.937005,0.952975,0.962567,0.907875,0.779594,0.655705,0.561975,0.573425,0.414984,0.313414,0.21661,0.549029,0.368182,0.249257,0.137532,0.56757,0.403654,0.289502,0.182985,0.614496,0.481988,0.393634,0.307727,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2766,'2024/11/28 11:20:08:204',9,0.819846,0.739163,0.691368,0.673097,0.634311,0.729488,0.702115,0.686752,0.677529,0.789039,0.788566,0.792836,0.796972,0.84136,0.860693,0.876972,0.88753,0.888607,0.91506,0.93542,0.95001,0.956259,0.899299,0.768895,0.643827,0.549451,0.559431,0.398358,0.295569,0.19871,0.533697,0.347381,0.225375,0.113565,0.552445,0.382307,0.263999,0.15452,0.600014,0.462349,0.371567,0.284252,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2767,'2024/11/28 11:20:08:241',9,0.815752,0.733348,0.683124,0.661439,0.618053,0.721383,0.694336,0.679061,0.669406,0.782299,0.784211,0.788937,0.792788,0.835767,0.85661,0.87387,0.885211,0.884295,0.913045,0.933637,0.948289,0.948612,0.890791,0.755389,0.625916,0.535261,0.544477,0.383997,0.281653,0.184269,0.516827,0.326033,0.202504,0.087454,0.534405,0.360206,0.240936,0.130032,0.582473,0.442085,0.3502,0.261525,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2768,'2024/11/28 11:20:08:278',9,0.811707,0.727425,0.675465,0.651096,0.606267,0.712594,0.686088,0.672121,0.664036,0.774603,0.775814,0.780564,0.784121,0.828798,0.848197,0.86467,0.875105,0.878583,0.90602,0.92535,0.938194,0.933771,0.875866,0.738258,0.608467,0.516851,0.522428,0.360107,0.257482,0.161218,0.494349,0.301256,0.176235,0.060596,0.512356,0.335385,0.215526,0.103959,0.560405,0.415454,0.320187,0.227874,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2769,'2024/11/28 11:20:08:335',9,0.807478,0.722811,0.670943,0.647383,0.604854,0.70858,0.680092,0.664366,0.655186,0.770837,0.770676,0.774569,0.777545,0.825089,0.843003,0.858082,0.867067,0.875432,0.901292,0.921405,0.935827,0.921646,0.86069,0.723546,0.593661,0.494719,0.501388,0.337409,0.231452,0.130872,0.471589,0.27307,0.138853,0.014497,0.488943,0.311578,0.18938,0.075577,0.538635,0.393058,0.295059,0.201033,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2770,'2024/11/28 11:20:08:357',9,0.801988,0.714286,0.664654,0.642104,0.600151,0.701439,0.675068,0.66023,0.65208,0.765875,0.767637,0.771172,0.773377,0.822212,0.841081,0.855606,0.865524,0.87481,0.902444,0.923069,0.938249,0.886705,0.818496,0.680119,0.546328,0.441105,0.456998,0.284565,0.174912,0.070748,0.430219,0.229726,0.098592,-0.024174,0.447609,0.269922,0.143815,0.026436,0.497658,0.351353,0.252222,0.156999,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2771,'2024/11/28 11:20:08:377',9,0.802892,0.718427,0.666647,0.642765,0.600051,0.703103,0.678202,0.662757,0.654614,0.766682,0.771242,0.777061,0.782715,0.822911,0.84294,0.859308,0.872179,0.875276,0.903103,0.923378,0.940128,0.87486,0.809226,0.668566,0.533743,0.424464,0.439708,0.266121,0.154111,0.049235,0.412838,0.219381,0.094367,-0.022794,0.429598,0.253148,0.126767,0.008397,0.479379,0.335397,0.235101,0.137617,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2772,'2024/11/28 11:20:08:395',9,0.802843,0.716305,0.664968,0.639313,0.592816,0.70044,0.675947,0.661378,0.654184,0.765336,0.769622,0.777519,0.785635,0.822383,0.840376,0.858255,0.873091,0.875904,0.900723,0.921495,0.938828,0.863314,0.795982,0.651838,0.515668,0.409136,0.427499,0.25323,0.142262,0.037201,0.401309,0.207512,0.083702,-0.032572,0.417964,0.240891,0.116828,0.001171,0.464458,0.318909,0.219268,0.123322,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2773,'2024/11/28 11:20:08:426',9,0.799404,0.711765,0.657251,0.630092,0.584942,0.694335,0.668368,0.653026,0.644857,0.758775,0.757791,0.762764,0.769596,0.816746,0.833311,0.850034,0.864147,0.870698,0.895252,0.915455,0.933027,0.863077,0.798983,0.653001,0.5143,0.406178,0.423068,0.250269,0.139288,0.036343,0.393752,0.205884,0.086133,-0.024297,0.407415,0.238817,0.124539,0.01859,0.451505,0.307416,0.209061,0.11403,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2774,'2024/11/28 11:20:08:490',9,0.798479,0.710708,0.652317,0.622001,0.573493,0.689929,0.661025,0.644214,0.634956,0.751369,0.747793,0.750961,0.7571,0.80783,0.821202,0.836494,0.851204,0.861921,0.885433,0.905667,0.923831,0.877091,0.813753,0.665668,0.523602,0.418953,0.439956,0.267598,0.153534,0.048475,0.406754,0.210588,0.08305,-0.032748,0.41758,0.23889,0.117532,0.00811,0.461964,0.315804,0.216165,0.121423,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2775,'2024/11/28 11:20:08:524',9,0.793103,0.707347,0.649893,0.621735,0.575243,0.687963,0.657505,0.638111,0.627096,0.747626,0.743636,0.745577,0.751305,0.802515,0.812186,0.82526,0.838273,0.855209,0.876257,0.894448,0.911446,0.893676,0.826872,0.680485,0.543418,0.444103,0.457318,0.28822,0.175312,0.070676,0.422975,0.224098,0.093795,-0.024992,0.432932,0.249721,0.121244,0.004418,0.479085,0.336705,0.23646,0.141189,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2776,'2024/11/28 11:20:08:567',9,0.792153,0.705653,0.649472,0.621559,0.571677,0.685646,0.652527,0.632097,0.620449,0.745194,0.737378,0.736578,0.738869,0.799086,0.808267,0.817333,0.826545,0.850945,0.872031,0.888807,0.903763,0.909587,0.84172,0.695271,0.558111,0.462044,0.479403,0.312166,0.199954,0.093721,0.444993,0.249362,0.122818,0.00341,0.454474,0.273662,0.14682,0.029876,0.499032,0.354945,0.25317,0.154656,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2777,'2024/11/28 11:20:08:604',9,0.793328,0.706514,0.64782,0.617798,0.568781,0.687596,0.653583,0.63228,0.618426,0.74534,0.735622,0.731521,0.729455,0.797874,0.807614,0.816839,0.824435,0.849276,0.869789,0.885759,0.898555,0.920856,0.853917,0.707058,0.571365,0.477295,0.496712,0.333581,0.227709,0.125766,0.462859,0.271845,0.147488,0.028222,0.472043,0.29568,0.170431,0.053873,0.514558,0.371302,0.269343,0.16959,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2778,'2024/11/28 11:20:08:644',9,0.795453,0.709054,0.650679,0.620379,0.57279,0.689006,0.656213,0.636955,0.624926,0.746201,0.737527,0.732488,0.727882,0.798042,0.808011,0.815841,0.821308,0.847993,0.86827,0.882999,0.894631,0.928629,0.863136,0.718432,0.582618,0.487178,0.513534,0.353198,0.250877,0.151265,0.477929,0.286789,0.161032,0.041099,0.487129,0.310778,0.187447,0.073153,0.528726,0.388737,0.289886,0.193421,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2779,'2024/11/28 11:20:08:679',9,0.794833,0.710909,0.65487,0.626793,0.582304,0.693175,0.660113,0.64019,0.627808,0.749505,0.739913,0.734759,0.731283,0.80079,0.80995,0.817284,0.822802,0.850714,0.869727,0.883362,0.894846,0.92989,0.86424,0.726298,0.594459,0.494487,0.520369,0.36149,0.260719,0.162198,0.487298,0.297315,0.171194,0.052417,0.498975,0.325475,0.204799,0.093663,0.542221,0.407308,0.312455,0.220604,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2780,'2024/11/28 11:20:08:705',9,0.794312,0.710574,0.658104,0.631357,0.58777,0.698224,0.668123,0.650129,0.640364,0.756582,0.749691,0.747616,0.747339,0.808541,0.819764,0.826692,0.832463,0.857939,0.87774,0.892164,0.905087,0.921636,0.854264,0.722427,0.597803,0.4971,0.524096,0.364634,0.264281,0.164392,0.496544,0.305899,0.180668,0.06073,0.510067,0.337591,0.22001,0.110638,0.550997,0.416301,0.322693,0.230325,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2781,'2024/11/28 11:20:08:730',9,0.794399,0.707765,0.659995,0.638675,0.597015,0.703008,0.675054,0.658991,0.650005,0.762404,0.759999,0.760574,0.761877,0.813964,0.830753,0.839901,0.846846,0.86209,0.885386,0.901586,0.916505,0.914869,0.846744,0.715718,0.592914,0.488844,0.517467,0.355928,0.255246,0.156306,0.498264,0.308357,0.183206,0.065735,0.517219,0.344379,0.22842,0.118386,0.558266,0.424902,0.333335,0.240747,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2782,'2024/11/28 11:20:08:762',9,0.785849,0.706125,0.657865,0.637505,0.597204,0.702884,0.679217,0.663544,0.653936,0.761089,0.763316,0.765645,0.767989,0.812127,0.831595,0.844976,0.854729,0.858713,0.885943,0.905348,0.921139,0.931139,0.864903,0.726478,0.598217,0.499603,0.522584,0.363936,0.261749,0.162773,0.497622,0.311193,0.186226,0.068383,0.516458,0.346781,0.229207,0.119115,0.565323,0.433104,0.341423,0.252755,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2783,'2024/11/28 11:20:08:796',9,0.782143,0.702766,0.653504,0.6315,0.590952,0.699924,0.674424,0.660043,0.652309,0.757802,0.760063,0.763238,0.766904,0.807757,0.828911,0.844521,0.856713,0.853549,0.882933,0.902563,0.918032,0.927972,0.85941,0.724238,0.598637,0.50076,0.52407,0.364666,0.263684,0.165563,0.500032,0.31142,0.187265,0.067803,0.518336,0.349667,0.230011,0.118351,0.567085,0.435808,0.342707,0.252,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2784,'2024/11/28 11:20:08:818',9,0.777976,0.698836,0.649261,0.626451,0.585925,0.695973,0.670663,0.656755,0.650111,0.75288,0.754806,0.75742,0.761219,0.802366,0.82456,0.840011,0.852538,0.848192,0.877701,0.897927,0.91363,0.93601,0.867929,0.730889,0.604106,0.505458,0.532034,0.371792,0.268705,0.16954,0.507177,0.31829,0.192851,0.073845,0.525381,0.354977,0.235295,0.124859,0.575154,0.443487,0.350055,0.259084,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2785,'2024/11/28 11:20:08:843',9,0.774296,0.695428,0.646611,0.62446,0.583852,0.693175,0.667657,0.652612,0.644401,0.750086,0.752377,0.75463,0.75738,0.799317,0.821195,0.836083,0.848031,0.845049,0.874394,0.893607,0.909074,0.941206,0.872523,0.736585,0.611191,0.513178,0.540573,0.381132,0.278083,0.177984,0.517168,0.328441,0.202764,0.081762,0.535273,0.365479,0.244869,0.133195,0.583961,0.451202,0.355241,0.26178,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2786,'2024/11/28 11:20:08:877',9,0.769405,0.691869,0.643456,0.620498,0.579085,0.691992,0.667142,0.651811,0.64338,0.748163,0.751228,0.753377,0.756423,0.797454,0.820768,0.836049,0.848019,0.842875,0.873252,0.892131,0.907697,0.948657,0.877351,0.739619,0.612302,0.514843,0.548093,0.390848,0.289215,0.189476,0.523447,0.335834,0.210392,0.089937,0.543224,0.372575,0.252605,0.141561,0.593735,0.461281,0.367626,0.2767,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2787,'2024/11/28 11:20:08:944',9,0.768233,0.69032,0.642634,0.618628,0.57639,0.691169,0.666977,0.6517,0.642867,0.747519,0.751229,0.753607,0.756518,0.796214,0.820283,0.835724,0.848067,0.841726,0.872697,0.892627,0.909139,0.946387,0.876853,0.742208,0.616131,0.516969,0.553918,0.396593,0.295456,0.195424,0.53098,0.343327,0.218815,0.096959,0.551322,0.382101,0.263034,0.15087,0.60144,0.469511,0.375611,0.282825,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2788,'2024/11/28 11:20:08:984',9,0.763801,0.687157,0.640259,0.618806,0.579582,0.690351,0.666912,0.651761,0.643052,0.746416,0.749489,0.752063,0.755124,0.795027,0.818381,0.834242,0.84638,0.840143,0.871586,0.892355,0.909836,0.948794,0.881172,0.746739,0.621674,0.522411,0.5539,0.396719,0.295906,0.198012,0.532491,0.345934,0.221865,0.103121,0.554676,0.387194,0.2694,0.159874,0.606225,0.474516,0.38325,0.294425,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2789,'2024/11/28 11:20:09:019',9,0.762314,0.685206,0.638577,0.616925,0.57786,0.689191,0.666325,0.65183,0.643756,0.74536,0.749821,0.753645,0.757671,0.79387,0.817893,0.83551,0.84892,0.838454,0.871016,0.893686,0.911917,0.948612,0.880506,0.74638,0.622348,0.523549,0.556472,0.398861,0.297557,0.199509,0.535551,0.349531,0.226065,0.106873,0.557307,0.391309,0.274382,0.164839,0.608349,0.478207,0.3877,0.299716,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2790,'2024/11/28 11:20:09:054',9,0.759786,0.682856,0.637021,0.61635,0.577853,0.687112,0.664927,0.651048,0.643327,0.743514,0.748288,0.752376,0.756675,0.791751,0.816913,0.834848,0.847834,0.835712,0.86857,0.890408,0.907813,0.943889,0.87615,0.74344,0.620415,0.521494,0.552585,0.397256,0.298375,0.202102,0.532489,0.348685,0.226686,0.109182,0.555521,0.39217,0.275831,0.166597,0.608027,0.480087,0.390667,0.303247,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2791,'2024/11/28 11:20:09:073',9,0.756554,0.680179,0.634585,0.614893,0.577463,0.686117,0.663952,0.649994,0.642375,0.741953,0.746863,0.751564,0.756332,0.790001,0.814739,0.832668,0.84568,0.833907,0.866949,0.88943,0.907543,0.944623,0.876386,0.743749,0.62036,0.52085,0.555446,0.39844,0.298037,0.201048,0.535055,0.351489,0.228905,0.111891,0.557423,0.393642,0.27764,0.168844,0.608035,0.47836,0.38818,0.300796,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2792,'2024/11/28 11:20:09:092',9,0.754006,0.678245,0.63308,0.61159,0.573608,0.683079,0.661348,0.648101,0.641678,0.739688,0.745019,0.749866,0.755289,0.787973,0.813191,0.831947,0.845794,0.831641,0.866221,0.89014,0.909324,0.941242,0.873558,0.74282,0.620587,0.519092,0.553829,0.39879,0.299856,0.203511,0.533139,0.351332,0.229793,0.113153,0.554671,0.393476,0.278902,0.171938,0.604339,0.475418,0.386372,0.300102,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2793,'2024/11/28 11:20:09:116',9,0.751008,0.673208,0.629486,0.607905,0.568245,0.680678,0.657785,0.644634,0.638421,0.737045,0.741767,0.74738,0.753511,0.784318,0.809064,0.828111,0.843369,0.827281,0.861451,0.885777,0.905734,0.931342,0.86694,0.738064,0.615207,0.512848,0.553274,0.398593,0.300199,0.203541,0.53438,0.35202,0.23172,0.11498,0.555924,0.395692,0.281721,0.174841,0.603428,0.47825,0.393277,0.310358,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2794,'2024/11/28 11:20:09:181',9,0.745396,0.669045,0.626242,0.606566,0.568142,0.679085,0.656452,0.643246,0.6367,0.734677,0.739717,0.744366,0.749204,0.781743,0.806341,0.823846,0.837238,0.824984,0.858292,0.881624,0.900654,0.932345,0.867313,0.737573,0.616104,0.516884,0.550762,0.397937,0.300393,0.205205,0.533669,0.354171,0.234821,0.119981,0.556583,0.395872,0.28324,0.176822,0.605597,0.47872,0.392042,0.307068,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2795,'2024/11/28 11:20:09:200',9,0.738413,0.664229,0.621867,0.603041,0.566057,0.673757,0.653005,0.641293,0.63581,0.729318,0.73601,0.74137,0.747023,0.776027,0.801537,0.820353,0.834653,0.817858,0.851206,0.873807,0.891738,0.926228,0.858404,0.731058,0.612233,0.515653,0.547677,0.398049,0.302058,0.207677,0.530245,0.353525,0.235403,0.120641,0.552816,0.39577,0.283508,0.177532,0.603674,0.480366,0.394677,0.310607,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2796,'2024/11/28 11:20:09:224',9,0.73447,0.660704,0.617794,0.598669,0.56339,0.66952,0.648818,0.637388,0.632315,0.724925,0.731897,0.737129,0.742816,0.770736,0.796798,0.815116,0.829284,0.811442,0.844648,0.866658,0.884363,0.919815,0.851193,0.724724,0.605963,0.509799,0.544412,0.396383,0.300888,0.207522,0.526493,0.353203,0.237142,0.124316,0.549427,0.39547,0.284112,0.178414,0.600648,0.481838,0.398273,0.315107,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2797,'2024/11/28 11:20:09:258',9,0.728678,0.6569,0.614848,0.59762,0.56409,0.665486,0.645491,0.6335,0.627106,0.719759,0.727025,0.732149,0.73721,0.765317,0.789897,0.807807,0.821612,0.806251,0.838161,0.860114,0.87816,0.911782,0.841036,0.71928,0.606149,0.515185,0.539992,0.395184,0.301624,0.210676,0.52294,0.350772,0.235439,0.123829,0.545972,0.39266,0.282236,0.177119,0.597613,0.479641,0.396181,0.312948,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2798,'2024/11/28 11:20:09:290',9,0.723262,0.653148,0.611053,0.593457,0.559767,0.661467,0.642605,0.630527,0.624531,0.714717,0.722388,0.728003,0.733751,0.759633,0.785263,0.803534,0.817397,0.799724,0.83297,0.855185,0.872842,0.900634,0.828212,0.708103,0.594493,0.502729,0.534961,0.390154,0.296545,0.206131,0.518758,0.347695,0.232719,0.122272,0.542782,0.389472,0.279587,0.175591,0.594498,0.478686,0.39521,0.31247,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2799,'2024/11/28 11:20:09:324',9,0.720002,0.65187,0.609775,0.591482,0.55766,0.658645,0.639619,0.628136,0.622637,0.71131,0.718124,0.72412,0.730223,0.755898,0.780088,0.79889,0.813336,0.795547,0.827683,0.850017,0.867849,0.889448,0.819687,0.701283,0.589678,0.499535,0.52837,0.385045,0.293038,0.203886,0.512502,0.344006,0.231904,0.123573,0.53594,0.386242,0.278846,0.176936,0.586981,0.472363,0.391343,0.310729,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2800,'2024/11/28 11:20:09:356',9,0.715664,0.648237,0.60708,0.58878,0.555027,0.655759,0.637462,0.625751,0.6196,0.707715,0.713863,0.719003,0.724618,0.751906,0.774803,0.792607,0.806449,0.791573,0.822518,0.844154,0.862068,0.880349,0.811666,0.692454,0.581791,0.493257,0.52355,0.383657,0.293395,0.205818,0.508103,0.34312,0.231666,0.124735,0.531735,0.383172,0.277248,0.176409,0.582273,0.468896,0.388651,0.309968,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2801,'2024/11/28 11:20:09:420',9,0.71417,0.648078,0.607486,0.58936,0.556351,0.654869,0.636206,0.62378,0.616824,0.705221,0.71066,0.715052,0.72023,0.748507,0.77092,0.787953,0.80176,0.787456,0.818084,0.839506,0.857598,0.87472,0.807849,0.692597,0.584704,0.496987,0.525077,0.385143,0.294452,0.206437,0.509639,0.344236,0.233202,0.126223,0.531996,0.382822,0.277595,0.177744,0.580816,0.466919,0.386504,0.307724,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2802,'2024/11/28 11:20:09:450',9,0.714058,0.647773,0.606682,0.588436,0.555557,0.653983,0.635117,0.621895,0.613927,0.704135,0.709654,0.713645,0.717915,0.746935,0.768825,0.785014,0.798036,0.786032,0.816309,0.837606,0.855282,0.874375,0.809004,0.695023,0.587161,0.49965,0.528489,0.38899,0.298571,0.211057,0.511864,0.346642,0.235774,0.128656,0.533263,0.386032,0.281852,0.183157,0.581081,0.468894,0.390442,0.31352,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2803,'2024/11/28 11:20:09:481',9,0.715144,0.647613,0.606339,0.588986,0.556193,0.654576,0.634853,0.622082,0.614704,0.705121,0.71002,0.713479,0.717364,0.747792,0.769101,0.783899,0.795899,0.786504,0.815936,0.836231,0.853572,0.871549,0.810278,0.696133,0.588313,0.499803,0.531593,0.392483,0.30275,0.21569,0.515954,0.349493,0.239333,0.132003,0.537694,0.391021,0.287773,0.190126,0.584904,0.473042,0.395448,0.318755,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2804,'2024/11/28 11:20:09:513',9,0.715239,0.648514,0.608064,0.590286,0.557618,0.655531,0.635809,0.623379,0.616735,0.706138,0.710789,0.714568,0.71875,0.748727,0.770322,0.784521,0.796251,0.787116,0.816436,0.837097,0.854162,0.871189,0.810832,0.699188,0.593227,0.504937,0.535048,0.396637,0.307735,0.220096,0.518427,0.354308,0.24555,0.138936,0.540304,0.396495,0.294909,0.197821,0.587722,0.477481,0.401435,0.325782,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2805,'2024/11/28 11:20:09:548',9,0.71452,0.649175,0.610614,0.59343,0.560883,0.658095,0.638763,0.625841,0.618501,0.708753,0.713305,0.716949,0.720235,0.751719,0.772795,0.787409,0.797932,0.789022,0.818918,0.839888,0.856668,0.880154,0.812933,0.700245,0.595764,0.513352,0.536608,0.400879,0.312707,0.226417,0.521322,0.360921,0.252722,0.148529,0.544353,0.402759,0.302388,0.206043,0.59308,0.483206,0.408599,0.334999,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2806,'2024/11/28 11:20:09:583',9,0.718239,0.654021,0.615853,0.597765,0.563965,0.66203,0.642896,0.6312,0.625226,0.712901,0.716878,0.720236,0.723799,0.755636,0.776348,0.791115,0.802385,0.793554,0.822747,0.843246,0.860495,0.880127,0.813885,0.701782,0.598423,0.514416,0.540918,0.404886,0.317891,0.231657,0.526656,0.366701,0.260111,0.155391,0.550054,0.409799,0.31053,0.215272,0.598999,0.488583,0.412679,0.33729,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2807,'2024/11/28 11:20:09:618',9,0.722675,0.658517,0.621013,0.603973,0.571379,0.669624,0.650306,0.637606,0.630422,0.719956,0.723833,0.727502,0.731072,0.762394,0.782672,0.79698,0.808137,0.799892,0.828849,0.849492,0.866593,0.882349,0.81448,0.704114,0.600959,0.516625,0.542927,0.408691,0.32,0.232942,0.529775,0.37219,0.265054,0.160862,0.554411,0.417494,0.317948,0.221768,0.604313,0.496324,0.421566,0.347049,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2808,'2024/11/28 11:20:09:665',9,0.726213,0.662022,0.625779,0.610449,0.578164,0.674528,0.656982,0.645692,0.639543,0.72432,0.729705,0.734171,0.738841,0.766456,0.788932,0.804873,0.817666,0.80365,0.83388,0.855261,0.873134,0.879008,0.810048,0.700597,0.598213,0.51478,0.541928,0.406335,0.318436,0.231739,0.529813,0.373303,0.266647,0.163186,0.555035,0.41885,0.319954,0.225037,0.605235,0.497466,0.421677,0.347035,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2809,'2024/11/28 11:20:09:697',9,0.728847,0.666036,0.631307,0.617326,0.585175,0.679207,0.663423,0.652927,0.647528,0.728749,0.73542,0.739946,0.744367,0.77046,0.795573,0.811918,0.824825,0.806582,0.838388,0.86008,0.878292,0.87519,0.807445,0.696386,0.595877,0.516608,0.538107,0.404088,0.31714,0.231845,0.526478,0.371069,0.265109,0.163879,0.552368,0.414081,0.314897,0.220349,0.603566,0.496076,0.420825,0.346544,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2810,'2024/11/28 11:20:09:716',9,0.729643,0.668822,0.634458,0.621355,0.590811,0.681736,0.667641,0.658263,0.654276,0.731501,0.739567,0.745575,0.751613,0.773108,0.799158,0.816599,0.830593,0.809491,0.841108,0.862804,0.880709,0.866963,0.802877,0.692724,0.592851,0.512717,0.53207,0.399029,0.313287,0.229692,0.520711,0.363621,0.258601,0.158431,0.546915,0.40748,0.309413,0.216896,0.59853,0.490207,0.415543,0.341935,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2811,'2024/11/28 11:20:09:742',9,0.729662,0.66801,0.633037,0.621135,0.594233,0.681294,0.666528,0.659056,0.656957,0.731846,0.74124,0.748608,0.755822,0.773885,0.800037,0.818943,0.833112,0.810567,0.842737,0.865131,0.883103,0.854267,0.789771,0.683099,0.585656,0.504249,0.518987,0.384193,0.297697,0.214281,0.508789,0.350361,0.244459,0.145018,0.53512,0.396043,0.297425,0.205204,0.586176,0.475177,0.399303,0.325824,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
2812,'2024/11/28 11:20:09:775',9,0.72793,0.666411,0.630997,0.619467,0.59346,0.679426,0.665055,0.657477,0.655434,0.729727,0.740193,0.748278,0.756045,0.771639,0.797446,0.816127,0.830695,0.807853,0.838242,0.858817,0.874964,0.841556,0.77741,0.669972,0.571827,0.489984,0.50887,0.370792,0.283054,0.199958,0.498492,0.337931,0.231642,0.132663,0.52354,0.381266,0.280466,0.186974,0.573332,0.462274,0.384673,0.308898,1,1,10,0.5,0.05,1.75,0.1,1.5,6,0,3.4,5
