@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute ~-1 numeric
@attribute ~-2 numeric
@attribute ~-3 numeric
@attribute ~-4 numeric
@attribute ~-5 numeric
@attribute ~-6 numeric
@attribute ~-7 numeric
@attribute ~-8 numeric
@attribute ~-9 numeric
@attribute ~-10 numeric
@attribute ~-11 numeric
@attribute ~-12 numeric
@attribute ~-13 numeric
@attribute ~-14 numeric
@attribute ~-15 numeric
@attribute ~-16 numeric
@attribute ~-17 numeric
@attribute ~-18 numeric
@attribute ~-19 numeric
@attribute ~-20 numeric
@attribute ~-21 numeric
@attribute ~-22 numeric
@attribute ~-23 numeric
@attribute ~-24 numeric
@attribute ~-25 numeric
@attribute ~-26 numeric
@attribute ~-27 numeric
@attribute ~-28 numeric
@attribute ~-29 numeric
@attribute ~-30 numeric
@attribute ~-31 numeric
@attribute ~-32 numeric
@attribute ~-33 numeric
@attribute ~-34 numeric
@attribute ~-35 numeric
@attribute ~-36 numeric
@attribute ~-37 numeric
@attribute ~-38 numeric
@attribute ~-39 numeric
@attribute ~-40 numeric
@attribute ~-41 numeric
@attribute ~-42 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric

@data
4735,'2024/11/28 11:22:08:164',12,0.775039,0.724815,0.697227,0.681363,0.657509,0.7517,0.73574,0.720809,0.706645,0.785604,0.783101,0.778191,0.772099,0.816011,0.825115,0.82672,0.824423,0.842884,0.854922,0.859326,0.860156,0.884537,0.804124,0.689862,0.605477,0.539938,0.58014,0.464806,0.398478,0.334005,0.584289,0.452906,0.3674,0.286365,0.617206,0.503219,0.421905,0.345944,0.668814,0.579746,0.517465,0.458041,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4736,'2024/11/28 11:22:08:201',12,0.784005,0.733678,0.705664,0.689754,0.665493,0.759942,0.744549,0.730765,0.718265,0.794726,0.792312,0.787683,0.78209,0.826248,0.837092,0.840353,0.839683,0.85442,0.868766,0.874112,0.876434,0.884702,0.805594,0.692135,0.606728,0.541928,0.581966,0.464516,0.39695,0.331569,0.585118,0.452856,0.36706,0.285748,0.617132,0.502665,0.420469,0.342206,0.668343,0.579341,0.516187,0.454166,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4737,'2024/11/28 11:22:08:236',12,0.792937,0.741479,0.712291,0.697271,0.674534,0.76836,0.754248,0.740941,0.728964,0.804783,0.803525,0.800046,0.795767,0.837235,0.847373,0.851236,0.851724,0.86538,0.87901,0.88523,0.888707,0.882954,0.802102,0.689343,0.603458,0.534857,0.577987,0.461289,0.392973,0.325525,0.581404,0.450144,0.364408,0.282208,0.613856,0.49903,0.417099,0.338548,0.665166,0.575587,0.51226,0.449727,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4738,'2024/11/28 11:22:08:271',12,0.799605,0.74884,0.719741,0.704767,0.682298,0.777052,0.762022,0.748609,0.736512,0.81453,0.814529,0.811889,0.808125,0.847107,0.859533,0.864248,0.86555,0.875147,0.889081,0.895263,0.89895,0.877143,0.798078,0.685691,0.600382,0.533577,0.572476,0.455431,0.386896,0.319605,0.575875,0.442901,0.355639,0.272969,0.608738,0.49344,0.409942,0.330285,0.661175,0.571485,0.507293,0.444263,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4739,'2024/11/28 11:22:08:311',12,0.807714,0.755856,0.726461,0.710872,0.689482,0.784449,0.769566,0.756276,0.744552,0.822943,0.82318,0.820606,0.817143,0.856659,0.868886,0.874397,0.876185,0.885789,0.900754,0.907891,0.91224,0.871713,0.793931,0.680977,0.595143,0.526477,0.568476,0.449867,0.37935,0.310524,0.571468,0.437064,0.348276,0.263863,0.603469,0.488123,0.405154,0.325655,0.654522,0.562717,0.497767,0.433867,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4740,'2024/11/28 11:22:08:346',12,0.815619,0.762716,0.733663,0.718418,0.695788,0.791448,0.776236,0.763002,0.751435,0.830593,0.831706,0.829892,0.826858,0.8646,0.877885,0.884418,0.887185,0.893707,0.909611,0.917679,0.922948,0.866765,0.788525,0.673416,0.585027,0.516247,0.560967,0.440394,0.367306,0.296666,0.562748,0.42782,0.336831,0.251265,0.594476,0.477486,0.392637,0.311974,0.645459,0.553982,0.488631,0.424441,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4741,'2024/11/28 11:22:08:379',12,0.826515,0.772461,0.743257,0.728874,0.70703,0.804962,0.790454,0.776999,0.76561,0.844197,0.848726,0.847516,0.844304,0.878408,0.894967,0.901588,0.904072,0.90751,0.926336,0.935861,0.941685,0.850821,0.77349,0.655951,0.565446,0.495523,0.543549,0.422737,0.348128,0.276775,0.545826,0.408706,0.317907,0.23445,0.578891,0.454239,0.364828,0.281033,0.632635,0.536879,0.468578,0.402446,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4742,'2024/11/28 11:22:08:402',12,0.828424,0.776334,0.748575,0.734944,0.711934,0.80802,0.792487,0.779006,0.767706,0.84896,0.853746,0.853178,0.850537,0.883774,0.899776,0.906384,0.909005,0.913964,0.932364,0.941974,0.948092,0.840403,0.764607,0.648759,0.561013,0.49353,0.535695,0.416506,0.341231,0.269571,0.53712,0.399827,0.308762,0.224802,0.568336,0.445943,0.356754,0.273837,0.619899,0.525053,0.457543,0.392409,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4743,'2024/11/28 11:22:08:426',12,0.832058,0.777835,0.750461,0.737381,0.71517,0.810082,0.795091,0.782066,0.771299,0.852556,0.857861,0.857731,0.855501,0.887608,0.903142,0.911211,0.915485,0.917591,0.936504,0.9462,0.952076,0.831391,0.75422,0.640218,0.552,0.479588,0.524478,0.40503,0.329011,0.257058,0.525391,0.386187,0.29239,0.205132,0.556883,0.432689,0.341926,0.257978,0.608488,0.510101,0.441929,0.376588,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4744,'2024/11/28 11:22:08:488',12,0.835692,0.780462,0.751838,0.737765,0.716285,0.812479,0.798173,0.78466,0.773101,0.855126,0.859793,0.858954,0.856335,0.890482,0.905668,0.913897,0.918011,0.920642,0.939536,0.949247,0.955094,0.824771,0.745012,0.630805,0.541585,0.467989,0.51538,0.39596,0.320419,0.247525,0.516012,0.375713,0.280562,0.191279,0.547369,0.421962,0.330989,0.247056,0.598556,0.499763,0.430316,0.363876,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4745,'2024/11/28 11:22:08:522',12,0.835673,0.781411,0.752611,0.738229,0.715765,0.81247,0.799082,0.785963,0.774705,0.855329,0.860743,0.860238,0.858055,0.890904,0.9066,0.915087,0.919452,0.921149,0.94063,0.950704,0.956326,0.817377,0.737497,0.623856,0.533886,0.46039,0.505853,0.386709,0.311651,0.238835,0.505678,0.364449,0.26844,0.179206,0.537562,0.410382,0.318819,0.234465,0.589972,0.490571,0.42056,0.353648,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4746,'2024/11/28 11:22:08:561',12,0.835646,0.780858,0.751941,0.737353,0.715038,0.811837,0.798956,0.785617,0.773999,0.854982,0.861711,0.860491,0.856907,0.890813,0.906424,0.914994,0.919451,0.921106,0.939857,0.949665,0.955548,0.811448,0.731825,0.61768,0.526112,0.449962,0.497804,0.377188,0.301045,0.227391,0.496875,0.355385,0.258765,0.168154,0.527528,0.398667,0.306545,0.220874,0.579113,0.479944,0.410778,0.344842,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4747,'2024/11/28 11:22:08:585',12,0.835543,0.779769,0.751171,0.737216,0.713854,0.811251,0.79835,0.784926,0.773269,0.854134,0.859579,0.8581,0.854801,0.890118,0.90519,0.912562,0.916621,0.9207,0.938299,0.948209,0.954996,0.80495,0.725464,0.610769,0.518258,0.443591,0.488162,0.367043,0.290569,0.216086,0.4869,0.343379,0.245148,0.153466,0.517819,0.385548,0.291871,0.205567,0.569876,0.464288,0.392025,0.323826,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4748,'2024/11/28 11:22:08:605',12,0.83367,0.778012,0.748754,0.734974,0.711297,0.80905,0.796189,0.782272,0.770373,0.85196,0.857231,0.854953,0.851007,0.887748,0.902838,0.909378,0.912316,0.918261,0.936254,0.945474,0.951905,0.800158,0.718861,0.601042,0.507715,0.433736,0.478871,0.357895,0.280527,0.206364,0.477414,0.334867,0.23702,0.145644,0.507476,0.375194,0.281852,0.195622,0.559242,0.454225,0.381485,0.311644,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4749,'2024/11/28 11:22:08:633',12,0.831905,0.775332,0.745266,0.731711,0.708679,0.805651,0.792091,0.777892,0.76556,0.848694,0.854322,0.852237,0.848315,0.884474,0.899239,0.904804,0.906742,0.914981,0.932908,0.942668,0.949039,0.793268,0.712152,0.594584,0.502007,0.427235,0.468178,0.347584,0.270087,0.196302,0.467455,0.323597,0.225721,0.134806,0.49852,0.362983,0.268077,0.180555,0.55149,0.44554,0.371751,0.300804,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4750,'2024/11/28 11:22:08:667',12,0.827797,0.7724,0.742766,0.729001,0.705439,0.802879,0.788433,0.773847,0.761294,0.845233,0.849542,0.846444,0.841396,0.880601,0.895131,0.899331,0.899646,0.911086,0.928644,0.93725,0.94247,0.78706,0.705434,0.587521,0.495199,0.42016,0.458686,0.3367,0.258641,0.184713,0.457864,0.312803,0.214678,0.123258,0.488733,0.350472,0.255018,0.166376,0.541311,0.433328,0.357798,0.2848,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4751,'2024/11/28 11:22:08:701',12,0.8249,0.768791,0.738654,0.724511,0.70223,0.79903,0.783888,0.768957,0.755981,0.841035,0.843716,0.840584,0.835692,0.87607,0.888455,0.892491,0.892636,0.906596,0.922076,0.929963,0.934143,0.780963,0.701939,0.585347,0.491213,0.410215,0.454207,0.3314,0.253403,0.178372,0.450563,0.303588,0.205023,0.111783,0.479158,0.34221,0.247283,0.158353,0.529446,0.421227,0.345685,0.272369,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4752,'2024/11/28 11:22:08:734',12,0.819808,0.765046,0.734701,0.719611,0.697288,0.794629,0.778338,0.762978,0.750028,0.835462,0.836519,0.832741,0.827834,0.870179,0.880935,0.884579,0.885851,0.900777,0.914418,0.921435,0.926243,0.777244,0.697726,0.580936,0.486926,0.404753,0.446884,0.322435,0.244593,0.170171,0.443539,0.295018,0.197381,0.104807,0.472547,0.332895,0.237779,0.148555,0.522939,0.413161,0.337003,0.263079,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4753,'2024/11/28 11:22:08:766',12,0.813205,0.759762,0.729293,0.714696,0.690613,0.790295,0.772829,0.75595,0.741944,0.829721,0.829133,0.825009,0.820803,0.863515,0.8738,0.878212,0.879632,0.894213,0.907146,0.912656,0.914752,0.77277,0.693522,0.572001,0.47726,0.399605,0.441931,0.318677,0.241469,0.168169,0.437603,0.289896,0.19213,0.09976,0.464947,0.326031,0.231328,0.142501,0.51458,0.405768,0.327844,0.251479,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4754,'2024/11/28 11:22:08:790',12,0.808744,0.75509,0.724699,0.71127,0.685969,0.783651,0.766749,0.749691,0.735333,0.823166,0.82252,0.818524,0.814567,0.856729,0.866248,0.87031,0.871688,0.886931,0.900141,0.90523,0.907539,0.769086,0.690861,0.567293,0.472193,0.398375,0.4351,0.312959,0.237095,0.165415,0.430306,0.282649,0.184458,0.092026,0.45876,0.318542,0.223964,0.134747,0.510549,0.402549,0.325313,0.24889,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4755,'2024/11/28 11:22:08:866',12,0.803983,0.749012,0.71896,0.705457,0.681332,0.778295,0.76203,0.744887,0.729888,0.81694,0.816439,0.811077,0.805322,0.849575,0.858667,0.86024,0.858504,0.879467,0.892587,0.896874,0.897731,0.763267,0.684009,0.56316,0.46969,0.393158,0.429124,0.308345,0.233494,0.162585,0.42437,0.276667,0.178757,0.086995,0.451833,0.313489,0.21848,0.129735,0.502384,0.394229,0.316036,0.239325,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4756,'2024/11/28 11:22:08:902',12,0.799677,0.74444,0.714279,0.700821,0.67835,0.772561,0.755922,0.737992,0.72221,0.81076,0.809127,0.803454,0.797574,0.843245,0.850505,0.850623,0.847779,0.873073,0.885319,0.889484,0.890236,0.758112,0.68127,0.561425,0.467914,0.389211,0.426478,0.305389,0.230451,0.159832,0.420311,0.272817,0.175666,0.084482,0.446466,0.30757,0.215682,0.129732,0.496294,0.390347,0.314286,0.239486,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4757,'2024/11/28 11:22:08:939',12,0.793326,0.739594,0.710216,0.696409,0.673544,0.767732,0.750968,0.732721,0.716189,0.804711,0.803471,0.797765,0.792068,0.836343,0.844316,0.845812,0.843786,0.865466,0.877727,0.882092,0.882441,0.753944,0.676263,0.559055,0.467706,0.391254,0.424116,0.303464,0.228253,0.156998,0.417228,0.271968,0.174993,0.082902,0.44186,0.305048,0.212267,0.125127,0.489591,0.383562,0.307459,0.233019,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4758,'2024/11/28 11:22:08:974',12,0.788361,0.734031,0.704292,0.690114,0.667222,0.762801,0.745849,0.727987,0.711816,0.79907,0.796837,0.790557,0.783809,0.829996,0.837206,0.837596,0.834308,0.859157,0.870898,0.873834,0.873086,0.750446,0.672971,0.55475,0.463096,0.386232,0.421066,0.301116,0.225815,0.154721,0.414867,0.269656,0.172567,0.080822,0.439683,0.302931,0.210798,0.124912,0.487507,0.381108,0.304852,0.230126,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4759,'2024/11/28 11:22:09:009',12,0.781516,0.729142,0.699751,0.685456,0.662045,0.755984,0.739559,0.721429,0.704665,0.790952,0.788433,0.78227,0.775606,0.821246,0.82722,0.827401,0.823622,0.850422,0.862487,0.864973,0.86316,0.74628,0.669529,0.550246,0.458125,0.383454,0.418009,0.299899,0.22557,0.156336,0.410958,0.266425,0.170067,0.080652,0.435193,0.300296,0.209349,0.124762,0.482707,0.377919,0.301557,0.227494,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4760,'2024/11/28 11:22:09:043',12,0.77764,0.725082,0.694794,0.680078,0.656414,0.749996,0.732788,0.715559,0.700768,0.783635,0.779162,0.772869,0.766817,0.813638,0.818267,0.81753,0.813884,0.842315,0.852836,0.855664,0.855093,0.744577,0.670145,0.549771,0.457717,0.38559,0.417989,0.299195,0.223025,0.151875,0.411558,0.266168,0.169021,0.080204,0.435667,0.300117,0.209848,0.127255,0.482457,0.376331,0.300152,0.227188,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4761,'2024/11/28 11:22:09:079',12,0.771127,0.719233,0.689427,0.675232,0.651566,0.742438,0.726114,0.709251,0.694256,0.775422,0.771225,0.765195,0.758876,0.804633,0.808873,0.808011,0.803863,0.832743,0.84252,0.844609,0.843642,0.742867,0.67088,0.550321,0.459103,0.38771,0.41623,0.297938,0.223677,0.154849,0.410383,0.265722,0.171036,0.085213,0.434521,0.297754,0.208797,0.128221,0.481035,0.374446,0.298451,0.225776,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4762,'2024/11/28 11:22:09:113',12,0.7639,0.712848,0.683806,0.670339,0.648896,0.736246,0.719179,0.702105,0.686775,0.768216,0.763544,0.757622,0.751611,0.796736,0.800207,0.798722,0.794304,0.824126,0.833004,0.834089,0.831537,0.742844,0.668223,0.550652,0.462345,0.392151,0.418164,0.301249,0.228668,0.161202,0.411484,0.269146,0.175361,0.09016,0.434514,0.301228,0.212913,0.133022,0.479873,0.374189,0.298072,0.225964,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4763,'2024/11/28 11:22:09:149',12,0.751142,0.701956,0.673738,0.659481,0.636947,0.724367,0.705692,0.687322,0.670665,0.754921,0.750486,0.743308,0.73529,0.781887,0.78315,0.780687,0.775007,0.80772,0.815044,0.814344,0.810027,0.746855,0.674356,0.559742,0.47441,0.405453,0.427166,0.309966,0.23388,0.164592,0.420266,0.278434,0.184618,0.099959,0.443114,0.310726,0.221034,0.140088,0.488657,0.3874,0.313627,0.244358,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4764,'2024/11/28 11:22:09:189',12,0.754104,0.702441,0.674379,0.660732,0.639752,0.722585,0.704528,0.686668,0.671402,0.75308,0.747019,0.739916,0.733452,0.780671,0.783059,0.780611,0.775865,0.807036,0.81445,0.81365,0.809567,0.747671,0.672486,0.556153,0.471859,0.401731,0.428143,0.31105,0.237352,0.169479,0.421433,0.278544,0.185941,0.103943,0.443393,0.309109,0.221998,0.145146,0.487013,0.382409,0.308152,0.239292,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4765,'2024/11/28 11:22:09:227',12,0.747755,0.698753,0.668217,0.652442,0.631732,0.716532,0.697194,0.67883,0.663147,0.746252,0.740041,0.732915,0.726135,0.773185,0.774689,0.77157,0.765995,0.798618,0.805727,0.804152,0.799066,0.749562,0.677615,0.561879,0.47862,0.408801,0.428017,0.312873,0.240918,0.174547,0.421741,0.283064,0.192323,0.110937,0.44458,0.315981,0.2308,0.154173,0.48944,0.389025,0.31678,0.248785,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4766,'2024/11/28 11:22:09:262',12,0.734402,0.688627,0.66076,0.644695,0.62344,0.706127,0.689814,0.673812,0.658585,0.734228,0.72859,0.722274,0.715729,0.760036,0.761925,0.760174,0.75512,0.784965,0.791896,0.79023,0.784791,0.760477,0.685949,0.574054,0.495757,0.429551,0.439737,0.325247,0.256193,0.193112,0.436263,0.297844,0.20996,0.131391,0.461484,0.331235,0.246898,0.172138,0.508078,0.408189,0.33609,0.269281,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4767,'2024/11/28 11:22:09:302',12,0.73038,0.683299,0.65587,0.643045,0.623717,0.703195,0.686805,0.671247,0.657445,0.730202,0.724065,0.717031,0.710452,0.754806,0.756094,0.75299,0.74773,0.778588,0.78474,0.781955,0.77628,0.77259,0.700131,0.585183,0.504723,0.437996,0.453412,0.339156,0.270077,0.206149,0.450887,0.311768,0.223649,0.143723,0.476006,0.344836,0.260302,0.185595,0.522561,0.421305,0.349032,0.282978,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4768,'2024/11/28 11:22:09:338',12,0.725684,0.678483,0.652741,0.640385,0.620542,0.699729,0.68367,0.668304,0.654254,0.726198,0.719631,0.712323,0.705325,0.750708,0.751249,0.747855,0.741883,0.774548,0.780661,0.777589,0.77164,0.785177,0.710449,0.596975,0.514516,0.446261,0.468531,0.351381,0.279876,0.214533,0.466781,0.326925,0.237997,0.157746,0.491793,0.359597,0.27411,0.199188,0.5379,0.436265,0.363763,0.298228,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4769,'2024/11/28 11:22:09:375',12,0.723731,0.676269,0.649955,0.636872,0.618753,0.697146,0.682339,0.666809,0.652142,0.723613,0.718157,0.711548,0.704793,0.74792,0.748793,0.745779,0.740319,0.771794,0.776693,0.773821,0.76836,0.797144,0.722462,0.609427,0.527082,0.453942,0.478255,0.36241,0.293106,0.228788,0.47775,0.339404,0.251946,0.172223,0.504095,0.373934,0.290184,0.216408,0.551665,0.450912,0.37931,0.314356,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4770,'2024/11/28 11:22:09:415',12,0.722829,0.67482,0.648145,0.634605,0.616201,0.696157,0.681255,0.665014,0.649647,0.722167,0.716268,0.708753,0.700966,0.745932,0.746806,0.742894,0.73613,0.768735,0.773986,0.770674,0.764215,0.807573,0.732277,0.620565,0.537121,0.463417,0.493028,0.376384,0.306625,0.242097,0.493366,0.353415,0.264822,0.183575,0.519775,0.388976,0.305723,0.232197,0.567138,0.467475,0.396225,0.331127,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4771,'2024/11/28 11:22:09:455',12,0.722383,0.67503,0.64806,0.6349,0.617502,0.695762,0.679764,0.663096,0.648014,0.721286,0.714454,0.706399,0.698945,0.744919,0.743833,0.738939,0.732088,0.767636,0.772662,0.768675,0.762145,0.819948,0.744499,0.631277,0.548808,0.47653,0.507739,0.392859,0.324629,0.261067,0.508179,0.367582,0.278078,0.196423,0.535005,0.405236,0.321775,0.248351,0.582374,0.483707,0.413289,0.348733,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4772,'2024/11/28 11:22:09:495',12,0.723297,0.675332,0.647916,0.635136,0.61743,0.696285,0.680069,0.66339,0.648289,0.721998,0.713891,0.705768,0.698527,0.745716,0.74448,0.73951,0.732885,0.769256,0.773295,0.768392,0.760961,0.831246,0.756778,0.645615,0.563505,0.49006,0.522615,0.407482,0.340333,0.276316,0.523459,0.383197,0.295077,0.212688,0.550597,0.420828,0.338212,0.265219,0.598444,0.500152,0.43054,0.366524,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4773,'2024/11/28 11:22:09:532',12,0.724495,0.675934,0.648396,0.634956,0.617205,0.69607,0.679605,0.662597,0.64702,0.722675,0.714517,0.706535,0.699435,0.747186,0.745855,0.741147,0.734389,0.771396,0.77475,0.769276,0.761307,0.841429,0.767307,0.655769,0.572731,0.498027,0.534309,0.415809,0.347846,0.283732,0.536559,0.395391,0.307372,0.22584,0.565111,0.436321,0.354743,0.28321,0.613929,0.515816,0.447385,0.385004,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4774,'2024/11/28 11:22:09:572',12,0.729501,0.682376,0.655729,0.642207,0.62258,0.703816,0.686224,0.670007,0.654813,0.731871,0.723647,0.714844,0.706107,0.75678,0.757734,0.753742,0.747023,0.779894,0.784481,0.778909,0.77002,0.864416,0.785892,0.674982,0.594378,0.521149,0.554994,0.437634,0.370421,0.308662,0.559777,0.42226,0.335936,0.258078,0.592032,0.463751,0.383659,0.312973,0.645501,0.551747,0.484394,0.422852,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4775,'2024/11/28 11:22:09:610',12,0.732979,0.684704,0.659063,0.645477,0.626301,0.707131,0.691233,0.674657,0.659036,0.735407,0.728774,0.721045,0.71357,0.760351,0.76267,0.759763,0.753489,0.783936,0.790806,0.786161,0.777604,0.873059,0.792322,0.682363,0.601716,0.528622,0.56723,0.451761,0.385372,0.322082,0.573132,0.437345,0.351246,0.269591,0.605374,0.482318,0.402837,0.330083,0.658314,0.566663,0.50072,0.439892,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4776,'2024/11/28 11:22:09:638',12,0.7395,0.690715,0.66465,0.650052,0.629807,0.713665,0.698446,0.681579,0.665103,0.742343,0.736929,0.729053,0.720882,0.768013,0.770856,0.768012,0.762122,0.792343,0.799675,0.795653,0.786951,0.881144,0.799596,0.689265,0.607575,0.533323,0.57755,0.459141,0.392362,0.329237,0.584607,0.448619,0.363033,0.281392,0.616895,0.496364,0.415848,0.342208,0.669094,0.578056,0.513078,0.453611,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4777,'2024/11/28 11:22:09:663',12,0.745816,0.697396,0.671304,0.656689,0.636992,0.720303,0.705415,0.689889,0.675015,0.7497,0.744974,0.738261,0.730702,0.7762,0.778135,0.775182,0.769201,0.801612,0.808781,0.805982,0.799079,0.887756,0.806531,0.697338,0.615676,0.542104,0.585269,0.465953,0.397544,0.333011,0.593661,0.458166,0.372461,0.291081,0.627326,0.509359,0.429411,0.355186,0.680033,0.589455,0.52568,0.466396,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4778,'2024/11/28 11:22:09:688',12,0.751956,0.704053,0.678689,0.663393,0.644913,0.728845,0.713547,0.697573,0.68237,0.758688,0.754511,0.747504,0.740174,0.785539,0.78817,0.784732,0.778532,0.811093,0.819619,0.817343,0.81124,0.890558,0.807874,0.698645,0.618051,0.545017,0.58844,0.471171,0.403258,0.338728,0.596667,0.461325,0.374906,0.29333,0.631877,0.51499,0.435167,0.361241,0.686938,0.598062,0.535179,0.476957,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
4779,'2024/11/28 11:22:09:739',12,0.759826,0.712113,0.686379,0.670856,0.651074,0.735918,0.721467,0.70615,0.691852,0.766353,0.764011,0.757835,0.751031,0.793797,0.798628,0.796774,0.79156,0.81988,0.829796,0.828929,0.823655,0.893185,0.809051,0.698568,0.615595,0.542885,0.591605,0.476594,0.409569,0.345368,0.59936,0.465977,0.380744,0.299724,0.634235,0.518816,0.43962,0.366431,0.689149,0.601382,0.539503,0.482125,0.959396,0.927083,4.592,0.552298,0.391133,0.953763,1.946722,1.768145,2.293392,0.783743,0.626463,3.297202
